disease_id	disease_scope	priva_scope	scope_review_status	scope_evidence	scope_reference	scope_note	reviewer_model	reviewed_at_hkt
OMIM:617629	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:28628109;OMIM:617629	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:617892	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:26945885;OMIM:617892	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:617900	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:22851595;OMIM:617900;PMID:26513235	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:617921	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:29566793;OMIM:617921	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:617924	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:29539279;OMIM:617924	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:617936	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:21637541;OMIM:617936;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:132;PMID:25054547;PMID:25448037	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) BCHE. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618077	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:21983784;OMIM:618077	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618231	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:28646613;OMIM:618231	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618267	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:30068544;OMIM:618267	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618357	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:27352968;OMIM:618357	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618426	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:30758658;OMIM:618426	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618549	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:31213488;OMIM:618549	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618596	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:29330545;OMIM:618596	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618680	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:31406347;OMIM:618680	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:618830	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:618830	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:619396	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:31806906;OMIM:619396	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:619441	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:29474921;OMIM:619441	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:619462	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:619462	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:619491	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:32201884;OMIM:619491	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:619521	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:30127718;OMIM:619521	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:619986	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:35587511;OMIM:619986	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620121	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:26582087;OMIM:620121	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620235	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:34957489;OMIM:620235	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620241	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:29983323;OMIM:620241	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620442	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:17200668;OMIM:620442;PMID:22241545	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620461	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:36935417;OMIM:620461;PMID:37191094	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620730	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:38092039;OMIM:620730	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620923	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:38614108;OMIM:620923;PMID:38858457	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:620990	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:34655521;OMIM:620990	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:621164	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:34890546;OMIM:621164;PMID:38404363	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:621236	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:39970126;OMIM:621236	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:621407	complex_susceptibility_candidate	review	manual_review_unresolved	manual_evidence_review;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:621407;PMID:21424692	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:100057	uncertain	review	manual_review_unresolved	manual_evidence_review;none;MONDO_exact_ORPHA_xref;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:100057	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:100075	neoplastic_uncertain	review	manual_review_unresolved	manual_evidence_review;MONDO_ancestor:MONDO:0005070;MONDO_exact_ORPHA_xref;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:100075	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:100093	uncertain	review	manual_review_unresolved	manual_evidence_review;none;MONDO_exact_ORPHA_xref;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:100093	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:100924	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:100924;ORPHADATA_PRODUCT6:2026-06-23;PMID:2063868;PMID:16343966	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) ALAD. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:101041	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:101041;ORPHADATA_PRODUCT6:2026-06-23;PMID:18676163;PMID:17295221	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) FGA,FGB,FGG. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:101097	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:101097;ORPHADATA_PRODUCT6:2026-06-23;PMID:20301462	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) GDAP1. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:1018	uncertain	review	manual_review_unresolved	manual_evidence_review;none;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Role_in_the_phenotype_of;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:1018;ORPHADATA_PRODUCT6:2026-06-23;PMID:20951201	Retained for review after disease-and-gene-specific check. Assessed Orphadata association type(s) for HPO-linked gene(s) COL4A5,COL4A6 are Role in the phenotype of; these do not by themselves establish Mendelian causality, confirmed non-monogenic etiology, or somatic-only disease scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:103918	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Major_susceptibility_factor_in;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:103918;ORPHADATA_PRODUCT6:2026-06-23;PMID:12360463;PMID:12011155;PMID:22580415;PMID:19404200	Retained for review after disease-and-gene-specific check. Assessed Orphadata association type(s) for HPO-linked gene(s) CTRC,SPINK1 are Major susceptibility factor in; these do not by themselves establish Mendelian causality, confirmed non-monogenic etiology, or somatic-only disease scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:1053	mendelian_cancer_predisposition	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_loss_of_function_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:1053;ORPHADATA_PRODUCT6:2026-06-23;PMID:29444212	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) EPHB4. Association type(s): Disease-causing germline mutation(s) (loss of function) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:1063	somatic_oncogenic	exclude	manually_confirmed	manual_evidence_review;MONDO_neoplasm_ancestry;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_somatic_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:1063;ORPHADATA_PRODUCT6:2026-06-23;PMID:27476652	Excluded from germline PriVA transfer: MONDO classifies the condition as a neoplasm and assessed Orphadata associations for HPO-linked gene(s) GNA14 are somatic/fusion (Disease-causing somatic mutation(s) in), with no assessed exact-gene germline association.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:1072	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:1072;ORPHADATA_PRODUCT6:2026-06-23;PMID:32953416	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) TP63. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:117	uncertain	review	manual_review_unresolved	manual_evidence_review;none;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Major_susceptibility_factor_in;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:117;ORPHADATA_PRODUCT6:2026-06-23;PMID:26136352;PMID:20622878;PMID:33393726;PMID:26015771;PMID:23633568;PMID:23918728;PMID:25799145;PMID:21918955;PMID:22455605;PMID:23001997;PMID:26097239	Retained for review after disease-and-gene-specific check. Assessed Orphadata association type(s) for HPO-linked gene(s) C4A,CCR1,ERAP1,FAS,HLA-B,IFNGR1,IL10,IL12A,IL12A-AS1,IL23R,KLRC4,MEFV,STAT4,TLR4,UBAC2 are Major susceptibility factor in; these do not by themselves establish Mendelian causality, confirmed non-monogenic etiology, or somatic-only disease scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
ORPHA:1272	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;ORPHA:1272;ORPHADATA_PRODUCT6:2026-06-23;PMID:25865493;PMID:8867660;PMID:8834052	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) MAF. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
