urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00000337-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is the log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater protease resistance (stability). dG columns exist but the main score is log10 K50.	-1.4828998150061288	-0.2469243061720669	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000337-a-1.scores.csv
urn:mavedb:00000338-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is log10 K50 per variant from trypsin digestion; no indication of WT-centered normalization. DatasetColumns confirm 'score' is log10 K50 with additional dG derived values, so the core assay is K50-based stability where higher K50 indicates greater resistance/folding.	-1.5201473441586688	1.3792468195429288	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000338-a-1.scores.csv
urn:mavedb:00000338-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the primary score is log10(K50) from chymotrypsin digestion; higher K50 indicates greater folding/stability. Metadata provides dG as supplementary but the main 'score' is log10 K50 (datasetColumns, methodText). No explicit WT anchoring thresholds are given.	-2.2795674070751346	0.3155308288524928	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000338-a-2.scores.csv
urn:mavedb:00000338-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method specifies the score is a dG value fit directly via a Bayesian model across trypsin/chymotrypsin protease digestion to assess folding, consistent with stability ΔG.	-1.280676933271935	3.786517556046091	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000338-0-1.scores.csv
urn:mavedb:00000339-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score is a dG value fit jointly across trypsin and chymotrypsin; Abstract describes protease digestion to assess folding, consistent with stability ΔG where more negative indicates greater stability.	-3.6099301034669287	3.3925686292944164	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000339-0-1.scores.csv
urn:mavedb:00000339-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the primary score is a log10 K50 from trypsin digestion to assess folding; no WT-normalization or centering is described. Although dG columns are provided, the main score is K50, so map to Stability_K50 K50_RAW (higher K50 = more protease resistance/stability).	-1.65559722720953	-0.1720586511677427	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000339-a-1.scores.csv
urn:mavedb:00000339-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Metadata states the primary score is log10 K50 from chymotrypsin digestion to assess folding; this is not WT-anchored or centered, so map to K50_RAW where higher K50 indicates greater stability/function.	-3.3717867626104514	-1.35531195643874	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000339-a-2.scores.csv
urn:mavedb:00000340-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score is a dG value fit via a coupled (trypsin/chymotrypsin) Bayesian model to quantify folding; digestion assays mapped to folding free energy (dG), not relative ddG.	-1.3580247580596043	4.916001233807773	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000340-0-1.scores.csv
urn:mavedb:00000340-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the score is a log10 K50 from trypsin digestion to assess folding; no WT anchoring or centering is described. The primary scoreset column is K50-derived, so Stability_K50 (RAW) is the closest monotonic mapping. dG columns exist but are secondary to the score.	-2.6059990571878027	1.8937490157864856	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000340-a-1.scores.csv
urn:mavedb:00000340-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 derived from sequence count ratios; datasetColumns list dG as ancillary. No WT-centering or delta vs WT described, so the closest monotonic mapping is Stability_K50 K50_RAW.	-3.401472124935211	0.9908603496565188	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000340-a-2.scores.csv
urn:mavedb:00000341-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a dG value fit from protease digestion across replicates/proteases to infer folding stability; this matches Stability_DG (dG in kcal/mol). Lower (more negative) dG indicates greater stability/function. No explicit WT-relative or neutral band provided.	0.3169588923850885	4.52075669829696	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000341-0-1.scores.csv
urn:mavedb:00000341-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method notes: score is the log10 K50 from trypsin proteolysis (folding-sensitive), which is monotonic with stability (higher K50 => more stable). This matches the Stability_K50 log10-K50 standardized family better than ΔG, since the primary score column is log10 K50.	-1.379126291136578	1.4463276532841591	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000341-a-1.scores.csv
urn:mavedb:00000341-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the primary score is log10(K50) from chymotrypsin proteolysis to assess folding; not WT-relative. Closest monotonic mapping in catalog is Stability_K50 K50_RAW (higher K50 indicates greater stability/function). dG columns exist but are not the primary score.	-2.2404266314459638	0.9064877401274424	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000341-a-2.scores.csv
urn:mavedb:00000342-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Protease digestion (trypsin/chymotrypsin) used to infer folding; method explicitly reports per-variant dG values fit by a Bayesian model, consistent with ΔG of folding where more negative (lower) indicates higher stability/function.	-0.181929711259841	3.682799328597551	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000342-0-1.scores.csv
urn:mavedb:00000342-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 from trypsin digestion; datasetColumns list 'score' and its CIs plus separate dG fields, indicating the scoreset itself is K50-based. Higher K50 implies greater protease resistance/folding, so Stability_K50 LOG10_K50_STANDARDIZED (monotonic, WT-anchored/centered semantics) is the closest catalog match.	-1.6886821079776764	0.9254742266628446	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000342-a-1.scores.csv
urn:mavedb:00000342-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the score is a log10 K50 derived from chymotrypsin digestion to assess folding; K50-based stability assays map to Stability_K50 with higher K50 indicating more stability/resistance. Although dG is provided, the primary score is log10 K50.	-2.593858112351977	0.1609073653070278	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000342-a-2.scores.csv
urn:mavedb:00000343-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score column is a dG value fit directly from protease digestion across trypsin and chymotrypsin to assess folding, indicating folding free energy (ΔG) stability; thus map to Stability_DG: DG_KCAL_MOL with lower ΔG implying greater stability/function.	0.3595869384420957	5.084131432219072	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000343-0-1.scores.csv
urn:mavedb:00000343-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the score column is a log10 K50 value from chymotrypsin digestion to assess folding; no evidence of WT-relative centering or normalization. dG is auxiliary, but the primary score is K50-based, so Stability_K50 (K50_RAW) best matches.	-1.6119098705700834	1.8026413551080676	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000343-a-2.scores.csv
urn:mavedb:00000343-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is log10 K50 from trypsin protease digestion to assess folding; dG provided but secondary. This matches a K50 stability assay with monotonic higher K50→more stability.	-0.7934377647624145	2.4005878033934005	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000343-a-1.scores.csv
urn:mavedb:00000344-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the score is a log10 K50 from trypsin proteolysis to assess folding; K50-based protease resistance maps to stability with higher K50 indicating more folded/function. Although dG is present, the primary score column is log10 K50.	-2.8466423866542065	4.263317545399028	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000344-a-1.scores.csv
urn:mavedb:00000344-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 derived from protease digestion; no WT-centered or relative normalization is described. dG columns exist but the main score is K50.	-3.920281653260244	3.3171538112505523	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000344-a-2.scores.csv
urn:mavedb:00000344-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a dG value fit by a coupled protease model to assess folding stability; hence Stability_DG with DG_KCAL_MOL (lower dG = more stable/function).	-2.556689232322902	8.564521615585797	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000344-0-1.scores.csv
urn:mavedb:00000345-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is log10 K50 from protease digestion; no indication of WT-centered or relative normalization, so safest mapping is raw K50 semantics (higher K50 = more protease resistance/folding). dG columns exist but are not the primary score.	-2.908131787710758	0.6268586566682055	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000345-a-2.scores.csv
urn:mavedb:00000345-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText explicitly states the primary score is log10 K50 from trypsin digestion; no indication of WT-centering or relative normalization. dG columns exist but the designated score is K50-derived and not anchored to WT, so the raw K50 stability semantics are the closest catalog match.	-1.7549265519712018	1.6125091318349305	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000345-a-1.scores.csv
urn:mavedb:00000345-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding, indicating a stability ΔG metric where more negative dG reflects greater stability.	-0.6312089599602877	4.374164299910049	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000345-0-1.scores.csv
urn:mavedb:00000346-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a folding dG value fit from trypsin/chymotrypsin digestion across replicates and proteases, indicating a stability ΔG assay.	-0.3391181528986373	4.732336143341186	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000346-0-1.scores.csv
urn:mavedb:00000346-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText: 'score column is the log10 K50 value' from trypsin digestion to assess folding; higher K50 corresponds to increased stability/function. dG columns exist but primary score is log10 K50.	-1.5942902194486666	1.8741522886937343	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000346-a-1.scores.csv
urn:mavedb:00000346-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the primary score is a log10 K50 from protease digestion (folding proxy). No explicit WT-centering/relative normalization is described, so we map to K50_RAW (higher K50 = more stable/function). dG columns are derived/auxiliary, not the primary score.	-2.769319981824852	0.8846462862542235	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000346-a-2.scores.csv
urn:mavedb:00000347-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 per variant from protease digestion; no WT-centered or relative normalization is described. dG columns are derived from K50. Higher K50 indicates more folded/stable, aligning with HIGHER_IS_FUNCTION for Stability_K50 RAW.	-1.408954386320697	1.1230594493733543	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000347-a-1.scores.csv
urn:mavedb:00000347-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the score is a log10 K50 value for protease digestion; higher K50 indicates greater resistance/folding. No WT anchoring or centering is described, so the closest monotonic mapping is Stability_K50/K50_RAW. dG columns exist but are not the primary score.	-2.93650349038807	-0.1002009758363458	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000347-a-2.scores.csv
urn:mavedb:00000347-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method text states the score is a dG value fitted directly across trypsin/chymotrypsin digestion to assess folding; lower (more negative) dG indicates greater stability/function. No explicit WT-relative normalization, so map to Stability_DG with DG_KCAL_MOL.	-1.2315482386075445	3.405604077055145	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000347-0-1.scores.csv
urn:mavedb:00000348-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Metadata states the primary score is a log10 K50 from trypsin digestion to assess folding; higher K50 implies greater stability. No explicit WT-relative anchoring mentioned, so map to the monotonic K50 log-transformed standardized subtype rather than a raw K50 or DG subtype. dG columns are derived, but the assay’s main score is log10 K50.	0.6535754998426406	1.957639882815117	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000348-a-1.scores.csv
urn:mavedb:00000348-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the score is log10 K50 from chymotrypsin digestion to assess folding; higher K50 indicates greater stability. dG is present but not the primary score.	-0.2320914056890778	1.41970990490073	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000348-a-2.scores.csv
urn:mavedb:00000348-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method text states the score is a dG value fit via a Bayesian model across trypsin/chymotrypsin digestion to assess folding; lower dG reflects greater stability/folding, aligning with Stability_DG (DG_KCAL_MOL).	2.4639790733039124	4.913593539808081	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000348-0-1.scores.csv
urn:mavedb:00000349-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText: score is log10 K50 from trypsin digestion measuring folding; higher K50 indicates greater stability. dG provided as supplemental, but primary score is K50.	-0.5742232658167021	1.066418930493226	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000349-a-1.scores.csv
urn:mavedb:00000349-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the score column is the log10 K50 value derived from protease digestion; higher K50 implies increased folding stability, so higher is function. dG columns exist but the primary score is log10 K50.	-1.2714547092788908	1.0237795761536723	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000349-a-2.scores.csv
urn:mavedb:00000349-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Metadata explicitly states the score column is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding; maps to Stability ΔG with lower (more negative) indicating greater stability. No explicit WT normalization provided, so DG_KCAL_MOL chosen over ΔΔG.	1.2400865533898102	4.132885618162159	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000349-0-1.scores.csv
urn:mavedb:00000350-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Metadata states the primary score is a log10 K50 from trypsin digestion to assess folding; no WT-centered normalization is described. Although dG values are present, the designated score is K50, so the closest monotonic mapping is Stability_K50/K50_RAW (higher K50 implies greater stability).	-0.6416020000939413	1.5476987319121662	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000350-a-1.scores.csv
urn:mavedb:00000350-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the primary score is log10 K50 from chymotrypsin digestion (folding proxy); no explicit WT-centered normalization is described. dG values exist but the score column is log10 K50, so map to K50_RAW as closest monotonic stability assay.	-1.1487894821192532	1.4039113380672812	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000350-a-2.scores.csv
urn:mavedb:00000350-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText: 'score column is the dG value calculated using the coupled model' fit across both proteases; Abstract: protease digestion to measure folding → stability free energy (ΔG) where more negative indicates more stable/function.	1.4436449730716947	4.825745105266968	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000350-0-1.scores.csv
urn:mavedb:00000351-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score is a dG value derived from protease digestion via a coupled Bayesian model, indicating folding stability in kcal/mol; thus Stability_DG (DG_KCAL_MOL, lower is more stable/function) is appropriate.	4.747271261909551	6.923736799405996	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000351-0-1.scores.csv
urn:mavedb:00000351-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the score is the log10 K50 derived from protease digestion counts; not WT-centered or relative. This maps best to Stability_K50 K50_RAW (higher K50 = more stable). dG columns are auxiliary, but the primary score is log10 K50.	1.732272652728504	2.6692294210979663	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000351-a-1.scores.csv
urn:mavedb:00000351-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText: 'score column is the log10 K50 value'; no WT-centering or relative-to-WT normalization indicated. dG provided as an additional computed column, not the primary score. Higher K50 implies more folded/stable, matching HIGHER_IS_FUNCTION.	1.303395354962286	1.8089277639655008	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000351-a-2.scores.csv
urn:mavedb:00000352-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 from trypsin digestion; no WT-centered normalization is described. K50-based protease stability assays are monotonic with higher K50 indicating greater folding stability. dG columns exist but the designated score is K50.	-0.9827462817583488	1.688030820914526	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000352-a-1.scores.csv
urn:mavedb:00000352-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the score is the log10 K50 calculated from sequence count ratios; datasetColumns lists 'score' as primary and dG as derived, indicating a K50-based folding stability assay.	-1.8237330515707504	0.2285946828911451	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000352-a-2.scores.csv
urn:mavedb:00000352-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a dG value fit directly from protease digestion across trypsin and chymotrypsin, indicating a folding free energy assay (stability ΔG).	0.5238974864232264	3.573549252294392	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000352-0-1.scores.csv
urn:mavedb:00000353-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score is a dG value fit via a Bayesian model from protease digestion (trypsin and chymotrypsin), indicating folding free energy (ΔG).	0.5610659758014138	2.7741507136023245	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000353-0-1.scores.csv
urn:mavedb:00000353-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the score column is the log10 K50 value from chymotrypsin digestion to probe folding; not WT-relative/centered. K50 is a stability proxy where higher K50 (more protease required) implies greater stability, so HIGHER_IS_FUNCTION. dG columns exist but the primary score is K50.	-1.840130716941922	-0.197666285340043	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000353-a-2.scores.csv
