urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale
urn:mavedb:00000327-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the score column is a log10 K50 value from trypsin digestion to assess folding (not WT-centered or relative), indicating a protease-based stability K50 assay where higher K50 implies greater stability.
urn:mavedb:00000327-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text: 'score column is the log10 K50 value calculated using the ratio of sequence counts'; assay measures protease digestion as a folding/stability proxy. Reported primary score is log-scaled K50, matching Stability_K50 log-based subtype.
urn:mavedb:00000328-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit from protease-based folding assay (trypsin/chymotrypsin); abstract confirms folding measurement, so map to Stability_DG with DG_KCAL_MOL.
urn:mavedb:00000328-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 derived from trypsin proteolysis (protein folding/stability). No WT-relative centering is indicated; datasetColumns show absolute log10 K50 plus dG, but the defined score is K50-based. For protease stability assays, higher K50 implies greater stability, hence HIGHER_IS_FUNCTION.
urn:mavedb:00000328-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score is a log10 K50 from chymotrypsin proteolysis to assess folding. No indication of WT-centered normalization; dG columns exist but are not described as Δ relative to WT. The closest monotonic mapping is a K50-based stability assay (Stability_K50/K50_RAW).
urn:mavedb:00000329-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding, indicating a folding free energy stability assay; thus map to Stability_DG with DG_KCAL_MOL.
urn:mavedb:00000329-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the primary 'score' is a log10 K50 from trypsin digestion to assess folding; K50 higher indicates more stability. Although dG columns exist, the main scoreset is log10 K50, matching the Stability_K50 log-transformed subtype.
urn:mavedb:00000329-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Primary score is log10 K50 from chymotrypsin digestion (datasetColumns: score; methodText: 'score column is the log10 K50'), not WT-centered/relative; dG is derived, so map to Stability_K50 K50_RAW where higher K50 indicates greater stability/protease resistance.
urn:mavedb:00000330-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the dG value ... fit directly using a Bayesian model' for protease-based folding; Abstract: digestion by trypsin/chymotrypsin to measure folding. dG of folding ⇒ Stability_DG (DG_KCAL_MOL), lower (more negative) indicates greater stability.
urn:mavedb:00000330-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value' from trypsin digestion assessing folding; higher K50 indicates greater stability/function. dG provided but primary 'score' is log10 K50.
urn:mavedb:00000330-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the score is a log10 K50 from chymotrypsin digestion to assess folding; no indication of WT-centering or relative normalization, so the closest monotonic spec is Stability_K50 K50_RAW (higher K50 indicates greater stability/resistance to proteolysis).
urn:mavedb:00000331-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Abstract and methodText describe protease digestion to assess folding and report a dG value fit across proteases, indicating a thermodynamic stability (ΔG) metric. No explicit WT-centering thresholds provided.
urn:mavedb:00000331-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a log10 K50 derived from sequence count ratios; no WT-centering or relative-to-WT normalization is indicated. Protease K50 higher indicates greater folding stability, so map to Stability_K50 K50_RAW.
urn:mavedb:00000331-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the main score is a log10 K50 derived from sequence count ratios in a trypsin digestion folding assay; dG is present as a derivative column but the primary scoreset is K50. Higher K50 indicates greater stability, so Stability_K50 LOG10_K50_STANDARDIZED is the closest monotonic mapping.
urn:mavedb:00000332-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score is log10 K50 per variant (not centered to WT or expressed as Δ/relative), with additional dG provided but the scoreset’s main column is K50-derived. This maps best to Stability_K50 K50_RAW (monotonic, assay-defined baseline).
urn:mavedb:00000332-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 from chymotrypsin digestion (folding assay); no indication of WT-centered normalization. dG columns exist but are secondary; primary scoreset is K50-derived.
urn:mavedb:00000332-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) using a coupled model; this measures folding stability, so Stability_DG with DG in kcal/mol and lower-is-function is the best match.
urn:mavedb:00000333-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit from protease-digestion data using a coupled model across trypsin and chymotrypsin to infer folding stability; thus map to Stability_DG (dG). Lower dG implies greater stability → higher function.
urn:mavedb:00000333-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 from chymotrypsin digestion; K50 is a protease-resistance stability metric where higher K50 indicates greater stability. Although dG columns are present, the main score is K50, not WT-relative or centered.
urn:mavedb:00000333-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score is the log10 K50 from trypsin proteolysis ("score column is the log10 K50 value"); primary score is not WT-normalized. Although dG is provided, the main reported score is K50, so map to Stability_K50 K50_RAW where higher K50 indicates greater stability.
urn:mavedb:00000334-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fit by a Bayesian model across protease digests; abstract says the assay measures folding via protease digestion, indicating stability DG. No explicit WT-relative bands provided.
urn:mavedb:00000334-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 derived from protease digestion ("score column is the log10 K50 value"), with no WT-relative centering or normalization. This is a stability-from-protease assay; higher K50 indicates more stability. Although dG is provided, the main scoreset is K50, so map to Stability_K50: K50_RAW.
urn:mavedb:00000334-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the primary score is log10 K50 from protease digestion; no WT-centering or relative normalization described. K50 is a folding/stability proxy where higher K50 indicates greater stability.
urn:mavedb:00000335-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding; this maps to thermodynamic stability (ΔG). Lower ΔG indicates greater stability and protease resistance.
urn:mavedb:00000335-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from trypsin digestion to assess folding; no WT-centered normalization or relative scaling is described, so the closest is Stability_K50 with RAW K50 semantics (higher K50→more stable).
urn:mavedb:00000335-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score column is a log10 K50 derived from protease digestion (chymotrypsin) to assess folding; higher K50 reflects greater stability. This aligns best with the Stability_K50 log-transformed, WT-anchored standardized subtype. dG is provided as an additional column but not the primary score.
urn:mavedb:00000336-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fitted from protease digestion (trypsin/chymotrypsin) to assess folding; dG (more negative = more stable) maps to Stability_DG DG_KCAL_MOL.
urn:mavedb:00000336-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score column is a log10 K50 derived from sequence counts, indicating an absolute K50-like stability readout not centered to WT. Although dG is present, the declared primary score is K50; thus the closest monotonic mapping is Stability_K50/K50_RAW.
urn:mavedb:00000336-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is the log10 K50 from chymotrypsin digestion (protease susceptibility/folding stability). No WT-centered normalization is described; dG is provided as auxiliary columns but not the main score.
urn:mavedb:00000337-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states scores are dG values fit from protease digestion (trypsin/chymotrypsin) to assess folding; thus stability ΔG with lower (more stable) implying more function.
urn:mavedb:00000337-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 (protease concentration at half digestion) derived from sequence count ratios; no WT-relative or zero-centered normalization is indicated. Although dG is also reported, the main score is K50, so map to Stability_K50 K50_RAW where higher K50 implies greater stability/resistance.
urn:mavedb:00000337-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is the log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater protease resistance (stability). dG columns exist but the main score is log10 K50.
urn:mavedb:00000338-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 per variant from trypsin digestion; no indication of WT-centered normalization. DatasetColumns confirm 'score' is log10 K50 with additional dG derived values, so the core assay is K50-based stability where higher K50 indicates greater resistance/folding.
urn:mavedb:00000338-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10(K50) from chymotrypsin digestion; higher K50 indicates greater folding/stability. Metadata provides dG as supplementary but the main 'score' is log10 K50 (datasetColumns, methodText). No explicit WT anchoring thresholds are given.
urn:mavedb:00000338-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method specifies the score is a dG value fit directly via a Bayesian model across trypsin/chymotrypsin protease digestion to assess folding, consistent with stability ΔG.
urn:mavedb:00000339-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit jointly across trypsin and chymotrypsin; Abstract describes protease digestion to assess folding, consistent with stability ΔG where more negative indicates greater stability.
urn:mavedb:00000339-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from trypsin digestion to assess folding; no WT-normalization or centering is described. Although dG columns are provided, the main score is K50, so map to Stability_K50 K50_RAW (higher K50 = more protease resistance/stability).
urn:mavedb:00000339-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from chymotrypsin digestion to assess folding; this is not WT-anchored or centered, so map to K50_RAW where higher K50 indicates greater stability/function.
urn:mavedb:00000340-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit via a coupled (trypsin/chymotrypsin) Bayesian model to quantify folding; digestion assays mapped to folding free energy (dG), not relative ddG.
urn:mavedb:00000340-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 from trypsin digestion to assess folding; no WT anchoring or centering is described. The primary scoreset column is K50-derived, so Stability_K50 (RAW) is the closest monotonic mapping. dG columns exist but are secondary to the score.
urn:mavedb:00000340-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from sequence count ratios; datasetColumns list dG as ancillary. No WT-centering or delta vs WT described, so the closest monotonic mapping is Stability_K50 K50_RAW.
urn:mavedb:00000341-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit from protease digestion across replicates/proteases to infer folding stability; this matches Stability_DG (dG in kcal/mol). Lower (more negative) dG indicates greater stability/function. No explicit WT-relative or neutral band provided.
urn:mavedb:00000341-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method notes: score is the log10 K50 from trypsin proteolysis (folding-sensitive), which is monotonic with stability (higher K50 => more stable). This matches the Stability_K50 log10-K50 standardized family better than ΔG, since the primary score column is log10 K50.
urn:mavedb:00000341-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10(K50) from chymotrypsin proteolysis to assess folding; not WT-relative. Closest monotonic mapping in catalog is Stability_K50 K50_RAW (higher K50 indicates greater stability/function). dG columns exist but are not the primary score.
urn:mavedb:00000342-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Protease digestion (trypsin/chymotrypsin) used to infer folding; method explicitly reports per-variant dG values fit by a Bayesian model, consistent with ΔG of folding where more negative (lower) indicates higher stability/function.
urn:mavedb:00000342-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from trypsin digestion; datasetColumns list 'score' and its CIs plus separate dG fields, indicating the scoreset itself is K50-based. Higher K50 implies greater protease resistance/folding, so Stability_K50 LOG10_K50_STANDARDIZED (monotonic, WT-anchored/centered semantics) is the closest catalog match.
urn:mavedb:00000342-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 derived from chymotrypsin digestion to assess folding; K50-based stability assays map to Stability_K50 with higher K50 indicating more stability/resistance. Although dG is provided, the primary score is log10 K50.
urn:mavedb:00000343-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score column is a dG value fit directly from protease digestion across trypsin and chymotrypsin to assess folding, indicating folding free energy (ΔG) stability; thus map to Stability_DG: DG_KCAL_MOL with lower ΔG implying greater stability/function.
urn:mavedb:00000343-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score column is a log10 K50 value from chymotrypsin digestion to assess folding; no evidence of WT-relative centering or normalization. dG is auxiliary, but the primary score is K50-based, so Stability_K50 (K50_RAW) best matches.
urn:mavedb:00000343-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from trypsin protease digestion to assess folding; dG provided but secondary. This matches a K50 stability assay with monotonic higher K50→more stability.
urn:mavedb:00000344-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 from trypsin proteolysis to assess folding; K50-based protease resistance maps to stability with higher K50 indicating more folded/function. Although dG is present, the primary score column is log10 K50.
urn:mavedb:00000344-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from protease digestion; no WT-centered or relative normalization is described. dG columns exist but the main score is K50.
urn:mavedb:00000344-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit by a coupled protease model to assess folding stability; hence Stability_DG with DG_KCAL_MOL (lower dG = more stable/function).
urn:mavedb:00000345-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from protease digestion; no indication of WT-centered or relative normalization, so safest mapping is raw K50 semantics (higher K50 = more protease resistance/folding). dG columns exist but are not the primary score.
urn:mavedb:00000345-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score is log10 K50 from trypsin digestion; no indication of WT-centering or relative normalization. dG columns exist but the designated score is K50-derived and not anchored to WT, so the raw K50 stability semantics are the closest catalog match.
urn:mavedb:00000345-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding, indicating a stability ΔG metric where more negative dG reflects greater stability.
urn:mavedb:00000346-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a folding dG value fit from trypsin/chymotrypsin digestion across replicates and proteases, indicating a stability ΔG assay.
urn:mavedb:00000346-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value' from trypsin digestion to assess folding; higher K50 corresponds to increased stability/function. dG columns exist but primary score is log10 K50.
urn:mavedb:00000346-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from protease digestion (folding proxy). No explicit WT-centering/relative normalization is described, so we map to K50_RAW (higher K50 = more stable/function). dG columns are derived/auxiliary, not the primary score.
urn:mavedb:00000347-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 per variant from protease digestion; no WT-centered or relative normalization is described. dG columns are derived from K50. Higher K50 indicates more folded/stable, aligning with HIGHER_IS_FUNCTION for Stability_K50 RAW.
urn:mavedb:00000347-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 value for protease digestion; higher K50 indicates greater resistance/folding. No WT anchoring or centering is described, so the closest monotonic mapping is Stability_K50/K50_RAW. dG columns exist but are not the primary score.
urn:mavedb:00000347-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fitted directly across trypsin/chymotrypsin digestion to assess folding; lower (more negative) dG indicates greater stability/function. No explicit WT-relative normalization, so map to Stability_DG with DG_KCAL_MOL.
urn:mavedb:00000348-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from trypsin digestion to assess folding; higher K50 implies greater stability. No explicit WT-relative anchoring mentioned, so map to the monotonic K50 log-transformed standardized subtype rather than a raw K50 or DG subtype. dG columns are derived, but the assay’s main score is log10 K50.
urn:mavedb:00000348-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score is log10 K50 from chymotrypsin digestion to assess folding; higher K50 indicates greater stability. dG is present but not the primary score.
urn:mavedb:00000348-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fit via a Bayesian model across trypsin/chymotrypsin digestion to assess folding; lower dG reflects greater stability/folding, aligning with Stability_DG (DG_KCAL_MOL).
urn:mavedb:00000349-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: score is log10 K50 from trypsin digestion measuring folding; higher K50 indicates greater stability. dG provided as supplemental, but primary score is K50.
urn:mavedb:00000349-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score column is the log10 K50 value derived from protease digestion; higher K50 implies increased folding stability, so higher is function. dG columns exist but the primary score is log10 K50.
urn:mavedb:00000349-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Metadata explicitly states the score column is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding; maps to Stability ΔG with lower (more negative) indicating greater stability. No explicit WT normalization provided, so DG_KCAL_MOL chosen over ΔΔG.
urn:mavedb:00000350-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from trypsin digestion to assess folding; no WT-centered normalization is described. Although dG values are present, the designated score is K50, so the closest monotonic mapping is Stability_K50/K50_RAW (higher K50 implies greater stability).
urn:mavedb:00000350-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 from chymotrypsin digestion (folding proxy); no explicit WT-centered normalization is described. dG values exist but the score column is log10 K50, so map to K50_RAW as closest monotonic stability assay.
urn:mavedb:00000350-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the dG value calculated using the coupled model' fit across both proteases; Abstract: protease digestion to measure folding → stability free energy (ΔG) where more negative indicates more stable/function.
